CICLO,ID_ENTIDAD_FEDERATIVA,ENTIDAD_FEDERATIVA,ID_MUNICIPIO,MUNICIPIO,NUM_CUENTAS_PAGADAS,MONTO_PREDIAL
2004,1,Aguascalientes,0,Cobertura estatal,No disponible ,99333635
2005,1,Aguascalientes,0,Cobertura estatal,No disponible ,106979007
2006,1,Aguascalientes,0,Cobertura estatal,No disponible ,111779710
2007,1,Aguascalientes,0,Cobertura estatal,No disponible ,122742263
2008,1,Aguascalientes,0,Cobertura estatal,No disponible ,130375753
2009,1,Aguascalientes,0,Cobertura estatal,No disponible ,144322728
2010,1,Aguascalientes,0,Cobertura estatal,No disponible ,164036641
2011,1,Aguascalientes,0,Cobertura estatal,No disponible ,197749319
2012,1,Aguascalientes,0,Cobertura estatal,No disponible ,226234928
2013,1,Aguascalientes,1,Aguascalientes,247526,213323432
2014,1,Aguascalientes,1,Aguascalientes,247012,220441379
2015,1,Aguascalientes,1,Aguascalientes,254586,227957826
2016,1,Aguascalientes,1,Aguascalientes,256282,241380938.7
2013,1,Aguascalientes,2,Asientos,5880,1337854.98
2014,1,Aguascalientes,2,Asientos,7417,3072426
2015,1,Aguascalientes,2,Asientos,7768,3900042
2016,1,Aguascalientes,2,Asientos,7572,3939930
2013,1,Aguascalientes,3,Calvillo,24080,7381048.73
2014,1,Aguascalientes,3,Calvillo,22592,8626835
2015,1,Aguascalientes,3,Calvillo,22978,9629006
2016,1,Aguascalientes,3,Calvillo,24099,10276921.57
2013,1,Aguascalientes,4,Cosío,1697,651562.5
2014,1,Aguascalientes,4,Cosío,1814,904483
2015,1,Aguascalientes,4,Cosío,1775,741965
2016,1,Aguascalientes,4,Cosío,2029,869380
2013,1,Aguascalientes,5,Jesús María,35503,16270213.49
2014,1,Aguascalientes,5,Jesús María,19007,18904487
2015,1,Aguascalientes,5,Jesús María,24837,24478241.31
2016,1,Aguascalientes,5,Jesús María,28563,28158877
2013,1,Aguascalientes,6,Pabellón de Arteaga,8143,2892596
2014,1,Aguascalientes,6,Pabellón de Arteaga,8936,4154347
2015,1,Aguascalientes,6,Pabellón de Arteaga,8892,4336217
2016,1,Aguascalientes,6,Pabellón de Arteaga,8819,4475352
2013,1,Aguascalientes,7,Rincón de Romos,14801,3669585
2014,1,Aguascalientes,7,Rincón de Romos,13221,3989079
2015,1,Aguascalientes,7,Rincón de Romos,13845,4621190.29
2016,1,Aguascalientes,7,Rincón de Romos,12589,5503076
2013,1,Aguascalientes,8,San José de Gracia,2324,945893.51
2014,1,Aguascalientes,8,San José de Gracia,2884,1077252.47
2015,1,Aguascalientes,8,San José de Gracia,2839,1049425.27
2016,1,Aguascalientes,8,San José de Gracia,3215,1282034.33
2013,1,Aguascalientes,9,Tepezalá,3399,1409659
2014,1,Aguascalientes,9,Tepezalá,3440,1495966
2015,1,Aguascalientes,9,Tepezalá,3541,1872927
2016,1,Aguascalientes,9,Tepezalá,3463,1972475.08
2013,1,Aguascalientes,10,El Llano,2307,690164.9
2014,1,Aguascalientes,10,El Llano,2985,722501
2015,1,Aguascalientes,10,El Llano,2967,738187.93
2016,1,Aguascalientes,10,El Llano,2593,811276.86
2013,1,Aguascalientes,11,San Francisco de los Romo,13046,6947337.48
2014,1,Aguascalientes,11,San Francisco de los Romo,12113,7603214.9
2015,1,Aguascalientes,11,San Francisco de los Romo,13954,9520561
2016,1,Aguascalientes,11,San Francisco de los Romo,14213,11166395
2004,2,Baja California,0,Cobertura estatal,No disponible ,479753268
2005,2,Baja California,0,Cobertura estatal,No disponible ,559132188
2006,2,Baja California,0,Cobertura estatal,No disponible ,592544870
2007,2,Baja California,0,Cobertura estatal,No disponible ,615385666
2008,2,Baja California,0,Cobertura estatal,No disponible ,805009539
2009,2,Baja California,0,Cobertura estatal,No disponible ,850003648
2010,2,Baja California,0,Cobertura estatal,No disponible ,813959138
2011,2,Baja California,0,Cobertura estatal,No disponible ,937195243
2012,2,Baja California,0,Cobertura estatal,No disponible ,1030287808
2013,2,Baja California,1,Ensenada,123682,104088425
2014,2,Baja California,1,Ensenada,120609,133650411
2015,2,Baja California,1,Ensenada,123706,163007055
2016,2,Baja California,1,Ensenada,108455,165918476
2013,2,Baja California,2,Mexicali,205179,369155540
2014,2,Baja California,2,Mexicali,222893,333355643
2015,2,Baja California,2,Mexicali,187846,427349389
2016,2,Baja California,2,Mexicali,262315,550652412
2013,2,Baja California,3,Tecate,25406,28159190
2014,2,Baja California,3,Tecate,21167,35253449
2015,2,Baja California,3,Tecate,15032,35533779
2016,2,Baja California,3,Tecate,22367,40439529
2013,2,Baja California,4,Tijuana,447104,517036683
2014,2,Baja California,4,Tijuana,475849,504634388
2015,2,Baja California,4,Tijuana,477715,576866019
2016,2,Baja California,4,Tijuana,452049,605517510
2013,2,Baja California,5,Playas de Rosarito,46105,50130561
2014,2,Baja California,5,Playas de Rosarito,38043,50387087
2015,2,Baja California,5,Playas de Rosarito,40437,57750608
2016,2,Baja California,5,Playas de Rosarito,42645,60574540
2004,3,Baja California Sur,0,Cobertura estatal,No disponible ,142143161
2005,3,Baja California Sur,0,Cobertura estatal,No disponible ,144518146
2006,3,Baja California Sur,0,Cobertura estatal,No disponible ,218857529
2007,3,Baja California Sur,0,Cobertura estatal,No disponible ,243273914
2008,3,Baja California Sur,0,Cobertura estatal,No disponible ,280194639
2009,3,Baja California Sur,0,Cobertura estatal,No disponible ,299704076
2010,3,Baja California Sur,0,Cobertura estatal,No disponible ,307665259
2011,3,Baja California Sur,0,Cobertura estatal,No disponible ,301744468
2012,3,Baja California Sur,0,Cobertura estatal,No disponible ,367083776
2013,3,Baja California Sur,1,Comondú,19447,15109378.95
2014,3,Baja California Sur,1,Comondú,18053,14134261
2015,3,Baja California Sur,1,Comondú,18775,14702517.86
2016,3,Baja California Sur,1,Comondú,20059,16854719.48
2013,3,Baja California Sur,2,Mulegé,17213,7748118
2014,3,Baja California Sur,2,Mulegé,18820,15077949
2015,3,Baja California Sur,2,Mulegé,18195,15830618.75
2016,3,Baja California Sur,2,Mulegé,9319,16040166.93
2013,3,Baja California Sur,3,La Paz,140437,98682946
2014,3,Baja California Sur,3,La Paz,88020,91022291
2015,3,Baja California Sur,3,La Paz,90823,114265097
2016,3,Baja California Sur,3,La Paz,93571,121512103
2013,3,Baja California Sur,8,Los Cabos,86031,250383602.4
2014,3,Baja California Sur,8,Los Cabos,77087,242193083.8
2015,3,Baja California Sur,8,Los Cabos,56739,251227354.5
2016,3,Baja California Sur,8,Los Cabos,60658,267250828.9
2013,3,Baja California Sur,9,Loreto,5427,36090883
2014,3,Baja California Sur,9,Loreto,5110,32349208
2015,3,Baja California Sur,9,Loreto,5242,29488795
2016,3,Baja California Sur,9,Loreto,5980,46575660.72
2004,4,Campeche,0,Cobertura estatal,No disponible ,51391973
2005,4,Campeche,0,Cobertura estatal,No disponible ,54710851
2006,4,Campeche,0,Cobertura estatal,No disponible ,55283442
2007,4,Campeche,0,Cobertura estatal,No disponible ,61532969
2008,4,Campeche,0,Cobertura estatal,No disponible ,70102198
2009,4,Campeche,0,Cobertura estatal,No disponible ,91620386
2010,4,Campeche,0,Cobertura estatal,No disponible ,79462022
2011,4,Campeche,0,Cobertura estatal,No disponible ,122138120
2012,4,Campeche,0,Cobertura estatal,No disponible ,129363208
2013,4,Campeche,1,Calkiní,2931,1604839
2014,4,Campeche,1,Calkiní,10901,2079730.2
2015,4,Campeche,1,Calkiní,5044,3002665
2016,4,Campeche,1,Calkiní,4950,3240515
2013,4,Campeche,2,Campeche,53490,48600110
2014,4,Campeche,2,Campeche,105557,63105189.8
2015,4,Campeche,2,Campeche,46076,58695824
2016,4,Campeche,2,Campeche,47480,63267436.53
2013,4,Campeche,3,Carmen,29551,71171661.56
2014,4,Campeche,3,Carmen,67264,82564574.99
2015,4,Campeche,3,Carmen,32359,89559242.67
2016,4,Campeche,3,Carmen,34312,86450439.89
2013,4,Campeche,4,Champotón,7459,8855663
2014,4,Campeche,4,Champotón,19295,5006521.2
2015,4,Campeche,4,Champotón,8361,11523866
2016,4,Campeche,4,Champotón,9289,6823135
2013,4,Campeche,5,Hecelchakán,2126,1021756
2014,4,Campeche,5,Hecelchakán,5209,1167922.67
2015,4,Campeche,5,Hecelchakán,2337,1364194
2016,4,Campeche,5,Hecelchakán,4361,2366365
2013,4,Campeche,6,Hopelchén,2303,1939831
2014,4,Campeche,6,Hopelchén,8277,2003970.54
2015,4,Campeche,6,Hopelchén,2140,1963057
2016,4,Campeche,6,Hopelchén,2444,2602506
2013,4,Campeche,7,Palizada,1599,2354427
2014,4,Campeche,7,Palizada,3708,2530977.02
2015,4,Campeche,7,Palizada,1145,2641339
2016,4,Campeche,7,Palizada,1111,2659392
2013,4,Campeche,8,Tenabo,1319,865331
2014,4,Campeche,8,Tenabo,2296,1023918.77
2015,4,Campeche,8,Tenabo,1191,781786
2016,4,Campeche,8,Tenabo,1555,1054404
2013,4,Campeche,9,Escárcega,6203,3046248
2014,4,Campeche,9,Escárcega,20772,3818618.92
2015,4,Campeche,9,Escárcega,6404,4780578
2016,4,Campeche,9,Escárcega,6901,5883572
2013,4,Campeche,10,Calakmul,3473,1287796.03
2014,4,Campeche,10,Calakmul,7879,1755285.09
2015,4,Campeche,10,Calakmul,2898,1551288
2016,4,Campeche,10,Calakmul,2598,1601423
2013,4,Campeche,11,Candelaria,6009,3004532.5
2014,4,Campeche,11,Candelaria,12873,3629194.88
2015,4,Campeche,11,Candelaria,6348,4245953
2016,4,Campeche,11,Candelaria,7133,5230966
2004,7,Chiapas,0,Cobertura estatal,No disponible ,110161602
2005,7,Chiapas,0,Cobertura estatal,No disponible ,120196198
2006,7,Chiapas,0,Cobertura estatal,No disponible ,125808742
2007,7,Chiapas,0,Cobertura estatal,No disponible ,136199386
2008,7,Chiapas,0,Cobertura estatal,No disponible ,159717281
2009,7,Chiapas,0,Cobertura estatal,No disponible ,184103362
2010,7,Chiapas,0,Cobertura estatal,No disponible ,203213345
2011,7,Chiapas,0,Cobertura estatal,No disponible ,224199670
2012,7,Chiapas,0,Cobertura estatal,No disponible ,252789232
2013,7,Chiapas,1,Acacoyagua,330,243552.84
2014,7,Chiapas,1,Acacoyagua,332,239414.52
2015,7,Chiapas,1,Acacoyagua,329,266373.06
2016,7,Chiapas,1,Acacoyagua,341,313580.42
2013,7,Chiapas,2,Acala,1623,492576.72
2014,7,Chiapas,2,Acala,1440,378497.6
2015,7,Chiapas,2,Acala,1558,405890.17
2016,7,Chiapas,2,Acala,1712,496642.34
2013,7,Chiapas,3,Acapetahua,2418,481957.35
2014,7,Chiapas,3,Acapetahua,2804,616855.71
2015,7,Chiapas,3,Acapetahua,3023,977317.27
2016,7,Chiapas,3,Acapetahua,2848,822331.89
2013,7,Chiapas,4,Altamirano,469,185202.83
2014,7,Chiapas,4,Altamirano,438,198400.89
2015,7,Chiapas,4,Altamirano,418,238857.57
2016,7,Chiapas,4,Altamirano,220,117966.51
2013,7,Chiapas,5,Amatán,207,97139.9
2014,7,Chiapas,5,Amatán,168,154770.7
2015,7,Chiapas,5,Amatán,235,132539.87
2016,7,Chiapas,5,Amatán,224,122075.8
2013,7,Chiapas,6,Amatenango de la Frontera,86,84028.8
2014,7,Chiapas,6,Amatenango de la Frontera,72,73707.66
2015,7,Chiapas,6,Amatenango de la Frontera,11,76149
2016,7,Chiapas,6,Amatenango de la Frontera,65,86809.46
2013,7,Chiapas,7,Amatenango del Valle,29,6245.24
2014,7,Chiapas,7,Amatenango del Valle,16,3233.6
2015,7,Chiapas,7,Amatenango del Valle,65,13870.6
2016,7,Chiapas,7,Amatenango del Valle,35,6032.59
2013,7,Chiapas,8,Angel Albino Corzo,1222,513623.03
2014,7,Chiapas,8,Angel Albino Corzo,951,610696.69
2015,7,Chiapas,8,Angel Albino Corzo,1035,548628.66
2016,7,Chiapas,8,Angel Albino Corzo,1301,647651.81
2013,7,Chiapas,9,Arriaga,5701,3132164.17
2014,7,Chiapas,9,Arriaga,5638,3540247.93
2015,7,Chiapas,9,Arriaga,4947,3129149.96
2016,7,Chiapas,9,Arriaga,6391,3226687.48
2013,7,Chiapas,10,Bejucal de Ocampo,3,22499.42
2014,7,Chiapas,10,Bejucal de Ocampo,3,24300.02
2015,7,Chiapas,10,Bejucal de Ocampo,3,21919.1
2016,7,Chiapas,10,Bejucal de Ocampo,3,18298.8
2013,7,Chiapas,11,Bella Vista,39,124417.48
2014,7,Chiapas,11,Bella Vista,46,154377.62
2015,7,Chiapas,11,Bella Vista,51,158975.46
2016,7,Chiapas,11,Bella Vista,30,98348.8
2013,7,Chiapas,12,Berriozábal,6415,1605933.32
2014,7,Chiapas,12,Berriozábal,6845,1963160.44
2015,7,Chiapas,12,Berriozábal,5770,1690069.81
2016,7,Chiapas,12,Berriozábal,8092,2443722.31
2013,7,Chiapas,13,Bochil,750,326778.76
2014,7,Chiapas,13,Bochil,710,299056.06
2015,7,Chiapas,13,Bochil,762,387278.18
2016,7,Chiapas,13,Bochil,959,426877.44
2013,7,Chiapas,14,El Bosque,123,64445.25
2014,7,Chiapas,14,El Bosque,98,78137.58
2015,7,Chiapas,14,El Bosque,77,81873.39
2016,7,Chiapas,14,El Bosque,95,74465.9
2013,7,Chiapas,15,Cacahoatán,3401,1121687.96
2014,7,Chiapas,15,Cacahoatán,3829,1335991.58
2015,7,Chiapas,15,Cacahoatán,3403,1186843.67
2016,7,Chiapas,15,Cacahoatán,3614,1335407.92
2013,7,Chiapas,16,Catazajá,2148,546485.27
2014,7,Chiapas,16,Catazajá,2307,656269.79
2015,7,Chiapas,16,Catazajá,2072,583755.09
2016,7,Chiapas,16,Catazajá,1951,540257.8
2013,7,Chiapas,17,Cintalapa,9254,5032302.28
2014,7,Chiapas,17,Cintalapa,9419,5595519.37
2015,7,Chiapas,17,Cintalapa,9270,5448828.8
2016,7,Chiapas,17,Cintalapa,9071,6661108.87
2013,7,Chiapas,18,Coapilla,54,78336.75
2014,7,Chiapas,18,Coapilla,105,88224.64
2015,7,Chiapas,18,Coapilla,50,76339.01
2016,7,Chiapas,18,Coapilla,146,88859.79
2013,7,Chiapas,19,Comitán de Domínguez,30965,20544863.34
2014,7,Chiapas,19,Comitán de Domínguez,32595,22745352.02
2015,7,Chiapas,19,Comitán de Domínguez,33916,24484919.31
2016,7,Chiapas,19,Comitán de Domínguez,36370,27381127.82
2013,7,Chiapas,20,La Concordia,1646,1181319.5
2014,7,Chiapas,20,La Concordia,1796,1699341.95
2015,7,Chiapas,20,La Concordia,1843,1325574.08
2016,7,Chiapas,20,La Concordia,1761,1387395.57
2013,7,Chiapas,21,Copainalá,2622,566398.07
2014,7,Chiapas,21,Copainalá,2208,641678.01
2015,7,Chiapas,21,Copainalá,2799,644278.9
2016,7,Chiapas,21,Copainalá,2619,622414.23
2013,7,Chiapas,22,Chalchihuitán,2,50969.48
2014,7,Chiapas,22,Chalchihuitán,1,54929.18
2015,7,Chiapas,22,Chalchihuitán,1,53693.28
2016,7,Chiapas,22,Chalchihuitán,1,40933.22
2013,7,Chiapas,23,Chamula,3,4127.58
2014,7,Chiapas,23,Chamula,3,4560.71
2015,7,Chiapas,23,Chamula,3,3925.91
2016,7,Chiapas,23,Chamula,3,4489.03
2013,7,Chiapas,24,Chanal,5,2705.68
2014,7,Chiapas,24,Chanal,5,1439.4
2015,7,Chiapas,24,Chanal,5,1431.02
2016,7,Chiapas,24,Chanal,5,1680.62
2013,7,Chiapas,25,Chapultenango,277,164257.97
2014,7,Chiapas,25,Chapultenango,340,183040.94
2015,7,Chiapas,25,Chapultenango,115,61516.92
2016,7,Chiapas,25,Chapultenango,300,185235.86
2013,7,Chiapas,26,Chenalhó,33,9980.12
2014,7,Chiapas,26,Chenalhó,20,9751.72
2015,7,Chiapas,26,Chenalhó,42,17180.67
2016,7,Chiapas,26,Chenalhó,28,28015.29
2013,7,Chiapas,27,Chiapa de Corzo,16230,8981560
2014,7,Chiapas,27,Chiapa de Corzo,16401,10872376
2015,7,Chiapas,27,Chiapa de Corzo,17990,10376597.65
2016,7,Chiapas,27,Chiapa de Corzo,8727,10404468
2013,7,Chiapas,28,Chiapilla,122,50826.62
2014,7,Chiapas,28,Chiapilla,163,91207
2015,7,Chiapas,28,Chiapilla,71,46207.17
2016,7,Chiapas,28,Chiapilla,137,59950.61
2013,7,Chiapas,29,Chicoasén,219,90416.15
2014,7,Chiapas,29,Chicoasén,159,74026.98
2015,7,Chiapas,29,Chicoasén,215,80965.15
2016,7,Chiapas,29,Chicoasén,210,81920.08
2013,7,Chiapas,30,Chicomuselo,1014,561744.38
2014,7,Chiapas,30,Chicomuselo,961,360751.91
2015,7,Chiapas,30,Chicomuselo,840,639626.62
2016,7,Chiapas,30,Chicomuselo,1183,854903.05
2013,7,Chiapas,31,Chilón,1688,814085.77
2014,7,Chiapas,31,Chilón,1568,742184.71
2015,7,Chiapas,31,Chilón,1482,933174.19
2016,7,Chiapas,31,Chilón,1778,890853.59
2013,7,Chiapas,32,Escuintla,2256,690882.22
2014,7,Chiapas,32,Escuintla,2446,786650.96
2015,7,Chiapas,32,Escuintla,2071,839050.98
2016,7,Chiapas,32,Escuintla,2226,916850.65
2013,7,Chiapas,33,Francisco León,161,156066.55
2014,7,Chiapas,33,Francisco León,110,159033.88
2015,7,Chiapas,33,Francisco León,118,170865.13
2016,7,Chiapas,33,Francisco León,200,192783.2
2013,7,Chiapas,34,Frontera Comalapa,2845,1035017.25
2014,7,Chiapas,34,Frontera Comalapa,3091,1306120.6
2015,7,Chiapas,34,Frontera Comalapa,3534,1342479.24
2016,7,Chiapas,34,Frontera Comalapa,2565,1291191.61
2013,7,Chiapas,35,Frontera Hidalgo,1979,458656.19
2014,7,Chiapas,35,Frontera Hidalgo,1931,461398.34
2015,7,Chiapas,35,Frontera Hidalgo,1791,424407.67
2016,7,Chiapas,35,Frontera Hidalgo,2063,528055.95
2013,7,Chiapas,36,La Grandeza,26,21614
2014,7,Chiapas,36,La Grandeza,28,21874.79
2015,7,Chiapas,36,La Grandeza,21,21521.63
2016,7,Chiapas,36,La Grandeza,66,24977.29
2013,7,Chiapas,37,Huehuetán,5069,1266013.11
2014,7,Chiapas,37,Huehuetán,5065,1375815.36
2015,7,Chiapas,37,Huehuetán,4822,1473753.71
2016,7,Chiapas,37,Huehuetán,3480,1626037.46
2013,7,Chiapas,38,Huixtán,342,122530
2014,7,Chiapas,38,Huixtán,343,134513.8
2015,7,Chiapas,38,Huixtán,94,108129.65
2016,7,Chiapas,38,Huixtán,307,119579.48
2013,7,Chiapas,39,Huitiupán,385,215076.98
2014,7,Chiapas,39,Huitiupán,309,215942.2
2015,7,Chiapas,39,Huitiupán,251,181210.65
2016,7,Chiapas,39,Huitiupán,322,178828.84
2013,7,Chiapas,40,Huixtla,8782,3602548.7
2014,7,Chiapas,40,Huixtla,7057,3558713.55
2015,7,Chiapas,40,Huixtla,7291,4258330.56
2016,7,Chiapas,40,Huixtla,8900,5549656.21
2013,7,Chiapas,41,La Independencia,237,181790.51
2014,7,Chiapas,41,La Independencia,354,189623.22
2015,7,Chiapas,41,La Independencia,257,177885.68
2016,7,Chiapas,41,La Independencia,318,208974.82
2013,7,Chiapas,42,Ixhuatán,175,90747.32
2014,7,Chiapas,42,Ixhuatán,155,100763.42
2015,7,Chiapas,42,Ixhuatán,23,13918.57
2016,7,Chiapas,42,Ixhuatán,150,94388.37
2013,7,Chiapas,43,Ixtacomitán,1342,320957.64
2014,7,Chiapas,43,Ixtacomitán,1270,300791.43
2015,7,Chiapas,43,Ixtacomitán,1208,291857.58
2016,7,Chiapas,43,Ixtacomitán,1439,433669.07
2013,7,Chiapas,44,Ixtapa,466,241488.47
2014,7,Chiapas,44,Ixtapa,484,266999.56
2015,7,Chiapas,44,Ixtapa,492,286672.6
2016,7,Chiapas,44,Ixtapa,481,260460.52
2013,7,Chiapas,45,Ixtapangajoya,566,145994.78
2014,7,Chiapas,45,Ixtapangajoya,700,166891.28
2015,7,Chiapas,45,Ixtapangajoya,433,136503.92
2016,7,Chiapas,45,Ixtapangajoya,276,76010.99
2013,7,Chiapas,46,Jiquipilas,3944,1421567.07
2014,7,Chiapas,46,Jiquipilas,3419,1375461.61
2015,7,Chiapas,46,Jiquipilas,3611,1569892.96
2016,7,Chiapas,46,Jiquipilas,3711,1840690.93
2013,7,Chiapas,47,Jitotol,226,165730.76
2014,7,Chiapas,47,Jitotol,173,179711.54
2015,7,Chiapas,47,Jitotol,195,199588.44
2016,7,Chiapas,47,Jitotol,222,207746.78
2013,7,Chiapas,48,Juárez,3730,1198839.86
2014,7,Chiapas,48,Juárez,3884,1227684.75
2015,7,Chiapas,48,Juárez,3970,1425170.07
2016,7,Chiapas,48,Juárez,4039,1795713.81
2013,7,Chiapas,49,Larráinzar,1,1122.02
2014,7,Chiapas,49,Larráinzar,1,2150.53
2015,7,Chiapas,49,Larráinzar,4,1968.61
2016,7,Chiapas,49,Larráinzar,7,4130.35
2013,7,Chiapas,50,La Libertad,2078,541367.78
2014,7,Chiapas,50,La Libertad,1807,465782.63
2015,7,Chiapas,50,La Libertad,1848,521877.45
2016,7,Chiapas,50,La Libertad,2286,714724.98
2013,7,Chiapas,51,Mapastepec,5780,1950711.43
2014,7,Chiapas,51,Mapastepec,5642,2059924.25
2015,7,Chiapas,51,Mapastepec,5308,2255447.8
2016,7,Chiapas,51,Mapastepec,6181,2282039.84
2013,7,Chiapas,52,Las Margaritas,2140,888165.03
2014,7,Chiapas,52,Las Margaritas,2232,1188352.62
2015,7,Chiapas,52,Las Margaritas,1676,899292.41
2016,7,Chiapas,52,Las Margaritas,1961,804564.95
2013,7,Chiapas,53,Mazapa De Madero,7,65428.8
2014,7,Chiapas,53,Mazapa De Madero,6,56570.7
2015,7,Chiapas,53,Mazapa De Madero,5,57908.28
2016,7,Chiapas,53,Mazapa De Madero,7,63261.06
2013,7,Chiapas,54,Mazatán,3579,857618.88
2014,7,Chiapas,54,Mazatán,3230,757494.25
2015,7,Chiapas,54,Mazatán,3144,975607.89
2016,7,Chiapas,54,Mazatán,2861,772564.45
2013,7,Chiapas,55,Metapa,898,231973.17
2014,7,Chiapas,55,Metapa,868,208008.23
2015,7,Chiapas,55,Metapa,572,171878.94
2016,7,Chiapas,55,Metapa,979,261780.81
2013,7,Chiapas,56,Mitontic,0,0
2014,7,Chiapas,56,Mitontic,0,0
2015,7,Chiapas,56,Mitontic,0,0
2016,7,Chiapas,56,Mitontic,0,0
2013,7,Chiapas,57,Motozintla,2122,1277821.62
2014,7,Chiapas,57,Motozintla,2488,765828.49
2015,7,Chiapas,57,Motozintla,3098,1083774.75
2016,7,Chiapas,57,Motozintla,2851,1231586.78
2013,7,Chiapas,58,Nicolás Ruíz,18,3222.05
2014,7,Chiapas,58,Nicolás Ruíz,18,5182.42
2015,7,Chiapas,58,Nicolás Ruíz,28,8645
2016,7,Chiapas,58,Nicolás Ruíz,24,4668.03
2013,7,Chiapas,59,Ocosingo,14919,6477249.69
2014,7,Chiapas,59,Ocosingo,16110,7774335.2
2015,7,Chiapas,59,Ocosingo,16323,8282010.56
2016,7,Chiapas,59,Ocosingo,16393,8927961.99
2013,7,Chiapas,60,Ocotepec,87,56913.46
2014,7,Chiapas,60,Ocotepec,87,74349.78
2015,7,Chiapas,60,Ocotepec,124,65858.63
2016,7,Chiapas,60,Ocotepec,129,55910.76
2013,7,Chiapas,61,Ocozocoautla de Espinosa,13477,3551682.86
2014,7,Chiapas,61,Ocozocoautla de Espinosa,11549,3254060.5
2015,7,Chiapas,61,Ocozocoautla de Espinosa,11647,3809353.25
2016,7,Chiapas,61,Ocozocoautla de Espinosa,12589,4344034.97
2013,7,Chiapas,62,Ostuacán,1763,474056.8
2014,7,Chiapas,62,Ostuacán,1573,398687.84
2015,7,Chiapas,62,Ostuacán,1539,475348.69
2016,7,Chiapas,62,Ostuacán,1895,513218.71
2013,7,Chiapas,63,Osumacinta,61,50763.03
2014,7,Chiapas,63,Osumacinta,56,55064.04
2015,7,Chiapas,63,Osumacinta,66,60076.36
2016,7,Chiapas,63,Osumacinta,54,57856.84
2013,7,Chiapas,64,Oxchuc,200,97511.83
2014,7,Chiapas,64,Oxchuc,174,118565.45
2015,7,Chiapas,64,Oxchuc,176,53509.74
2016,7,Chiapas,64,Oxchuc,166,52246.83
2013,7,Chiapas,65,Palenque,17345,6446522.32
2014,7,Chiapas,65,Palenque,13018,6793799.99
2015,7,Chiapas,65,Palenque,18451,7297065
2016,7,Chiapas,65,Palenque,17563,9247704.75
2013,7,Chiapas,66,Pantelhó,169,57976.68
2014,7,Chiapas,66,Pantelhó,131,58716.55
2015,7,Chiapas,66,Pantelhó,174,62655.43
2016,7,Chiapas,66,Pantelhó,210,79562.43
2013,7,Chiapas,67,Pantepec,73,29005.53
2014,7,Chiapas,67,Pantepec,51,21385.78
2015,7,Chiapas,67,Pantepec,69,43734.24
2016,7,Chiapas,67,Pantepec,80,47707.18
2013,7,Chiapas,68,Pichucalco,7135,2153797.11
2014,7,Chiapas,68,Pichucalco,5750,2349004.72
2015,7,Chiapas,68,Pichucalco,6521,2292302.85
2016,7,Chiapas,68,Pichucalco,7188,3213624.03
2013,7,Chiapas,69,Pijijiapan,4107,2061095.61
2014,7,Chiapas,69,Pijijiapan,4133,2014663.71
2015,7,Chiapas,69,Pijijiapan,3512,2179238.24
2016,7,Chiapas,69,Pijijiapan,4192,2137510.4
2013,7,Chiapas,70,El Porvenir,6,79861.92
2014,7,Chiapas,70,El Porvenir,6,88133.39
2015,7,Chiapas,70,El Porvenir,8,73312.41
2016,7,Chiapas,70,El Porvenir,6,132735.47
2013,7,Chiapas,71,Villa Comaltitlán,2172,891623.1
2014,7,Chiapas,71,Villa Comaltitlán,2174,875057.98
2015,7,Chiapas,71,Villa Comaltitlán,2088,1105680.37
2016,7,Chiapas,71,Villa Comaltitlán,2394,1067266.81
2013,7,Chiapas,72,Pueblo Nuevo Solistahuacán,553,300443.45
2014,7,Chiapas,72,Pueblo Nuevo Solistahuacán,417,298955.82
2015,7,Chiapas,72,Pueblo Nuevo Solistahuacán,656,359238.2
2016,7,Chiapas,72,Pueblo Nuevo Solistahuacán,568,354442.58
2013,7,Chiapas,73,Rayón,293,101265.38
2014,7,Chiapas,73,Rayón,376,88769.8
2015,7,Chiapas,73,Rayón,283,74809.28
2016,7,Chiapas,73,Rayón,290,131425.96
2013,7,Chiapas,74,Reforma,5943,9837947.83
2014,7,Chiapas,74,Reforma,5473,21253035
2015,7,Chiapas,74,Reforma,6025,49773297
2016,7,Chiapas,74,Reforma,5887,18003500.5
2013,7,Chiapas,75,Las Rosas,1191,330508.41
2014,7,Chiapas,75,Las Rosas,1044,322133.25
2015,7,Chiapas,75,Las Rosas,976,297646.67
2016,7,Chiapas,75,Las Rosas,1046,302538
2013,7,Chiapas,76,Sabanilla,138,158722.88
2014,7,Chiapas,76,Sabanilla,95,147892.85
2015,7,Chiapas,76,Sabanilla,131,177059.06
2016,7,Chiapas,76,Sabanilla,135,177701.6
2013,7,Chiapas,77,Salto de Agua,2219,797231.24
2014,7,Chiapas,77,Salto de Agua,2183,901065
2015,7,Chiapas,77,Salto de Agua,2009,1093000.4
2016,7,Chiapas,77,Salto de Agua,2375,1104462.8
2013,7,Chiapas,78,San Cristóbal de las Casas,35792,16931319.96
2014,7,Chiapas,78,San Cristóbal de las Casas,37847,20343693.14
2015,7,Chiapas,78,San Cristóbal de las Casas,35229,20640413.95
2016,7,Chiapas,78,San Cristóbal de las Casas,38957,24166419.79
2013,7,Chiapas,79,San Fernando,4547,954653.08
2014,7,Chiapas,79,San Fernando,4549,970030.7
2015,7,Chiapas,79,San Fernando,4219,959859.4
2016,7,Chiapas,79,San Fernando,3412,741584.67
